algorithm;field_size;file_name;number_of_fields;number_of_observations;number_of_observations_smote;tuple_size;number_of_folds;avg_accuracy;list_accuracies
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;3;10;0.8983829787234043;[0.851063829787234, 0.8297872340425532, 0.8536170212765958, 0.8689361702127659, 0.854468085106383, 0.8689361702127659, 0.963404255319149, 0.9548936170212766, 0.9787234042553191, 0.96];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;4;10;0.9041702127659574;[0.8689361702127659, 0.8425531914893617, 0.8442553191489361, 0.8714893617021277, 0.8536170212765958, 0.8740425531914894, 0.9761702127659575, 0.9685106382978723, 0.9582978723404255, 0.9838297872340426];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;5;10;0.9114893617021276;[0.8646808510638297, 0.8527659574468085, 0.8629787234042553, 0.8842553191489362, 0.857872340425532, 0.88, 0.9727659574468085, 0.9829787234042553, 0.9744680851063829, 0.9821276595744681];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;6;10;0.9210212765957447;[0.8808510638297873, 0.8646808510638297, 0.8663829787234043, 0.8902127659574468, 0.865531914893617, 0.8936170212765957, 0.9940425531914894, 0.9838297872340426, 0.9948936170212765, 0.9761702127659575];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;7;10;0.9328510638297871;[0.8970212765957447, 0.8825531914893617, 0.8859574468085106, 0.8953191489361703, 0.8902127659574468, 0.9012765957446809, 0.9948936170212765, 0.9889361702127659, 0.9948936170212765, 0.9974468085106383];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;8;10;0.9411063829787233;[0.908936170212766, 0.8987234042553192, 0.894468085106383, 0.9182978723404255, 0.902127659574468, 0.9097872340425532, 0.9931914893617021, 0.9991489361702127, 0.9897872340425532, 0.9965957446808511];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;9;10;0.945531914893617;[0.92, 0.9080851063829787, 0.9097872340425532, 0.916595744680851, 0.9029787234042553, 0.9114893617021277, 0.9974468085106383, 0.9931914893617021, 0.9974468085106383, 0.9982978723404256];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;10;10;0.9508085106382976;[0.9242553191489362, 0.9182978723404255, 0.92, 0.9285106382978724, 0.9080851063829787, 0.9174468085106383, 0.9948936170212765, 0.9982978723404256, 1.0, 0.9982978723404256];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;11;10;0.9581276595744681;[0.9336170212765957, 0.9327659574468085, 0.9293617021276596, 0.9285106382978724, 0.9285106382978724, 0.931063829787234, 0.9991489361702127, 1.0, 1.0, 0.9982978723404256];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;12;10;0.9636595744680851;[0.934468085106383, 0.9353191489361702, 0.9387234042553192, 0.9472340425531914, 0.9378723404255319, 0.9446808510638298, 0.9991489361702127, 1.0, 1.0, 0.9991489361702127];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;13;10;0.9664680851063829;[0.9472340425531914, 0.9429787234042554, 0.9378723404255319, 0.948936170212766, 0.9412765957446808, 0.9472340425531914, 1.0, 1.0, 1.0, 0.9991489361702127];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;14;10;0.969872340425532;[0.9557446808510638, 0.9463829787234043, 0.9429787234042554, 0.9531914893617022, 0.948936170212766, 0.9531914893617022, 1.0, 0.9991489361702127, 1.0, 0.9991489361702127];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;15;10;0.9721702127659574;[0.9548936170212766, 0.9574468085106383, 0.9438297872340425, 0.9574468085106383, 0.9523404255319149, 0.9557446808510638, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;16;10;0.975063829787234;[0.9651063829787234, 0.9591489361702128, 0.9540425531914893, 0.9659574468085106, 0.9514893617021276, 0.9565957446808511, 0.9991489361702127, 1.0, 0.9991489361702127, 1.0];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;17;10;0.977276595744681;[0.9702127659574468, 0.96, 0.9574468085106383, 0.9719148936170213, 0.9540425531914893, 0.9608510638297872, 0.9991489361702127, 1.0, 1.0, 0.9991489361702127];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;18;10;0.9786382978723402;[0.9719148936170213, 0.9591489361702128, 0.96, 0.9744680851063829, 0.9565957446808511, 0.9651063829787234, 0.9991489361702127, 1.0, 1.0, 1.0];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;19;10;0.9791489361702128;[0.9702127659574468, 0.963404255319149, 0.9608510638297872, 0.9753191489361702, 0.96, 0.9617021276595744, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;20;10;0.9798297872340426;[0.9676595744680851, 0.971063829787234, 0.9668085106382979, 0.9761702127659575, 0.9574468085106383, 0.9617021276595744, 0.9991489361702127, 0.9991489361702127, 1.0, 0.9991489361702127];
